餐厅名称,餐厅图片,菜品类型,推荐菜品,餐厅地址,经度,纬度,附近交通,餐厅电话,开放时间,必吃指数,人均消费,排队情况,附近景点
Food Republic(迪士尼小镇),,综合美食广场,東南亞菜,上海市浦东新区川沙镇上海迪士尼小镇,121.6696,31.1399,地铁11号线迪士尼站,021-31580000,11:00-22:00,2,80,中等,上海迪士尼乐园
Food Republic(迪士尼小镇),,综合美食广场,甜品,上海市浦东新区川沙镇上海迪士尼小镇,121.6696,31.1399,地铁11号线迪士尼站,021-31580000,11:00-22:00,2,80,中等,上海迪士尼乐园
满月楼餐厅,,中式菜,中式菜肴,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6612,31.1436,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
满月楼餐厅,,中式菜,儿童餐,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6612,31.1436,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
满月楼餐厅,,中式菜,春卷,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6612,31.1436,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
满月楼餐厅,,中式菜,汤品,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6612,31.1436,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
满月楼餐厅,,中式菜,炒饭,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6612,31.1436,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
满月楼餐厅,,中式菜,烤肉,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6612,31.1436,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
满月楼餐厅,,中式菜,特色套餐,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6612,31.1436,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
满月楼餐厅,,中式菜,蒸菜,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6612,31.1436,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
满月楼餐厅,,中式菜,面条,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6612,31.1436,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
满月楼餐厅,,中式菜,馄饨,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6612,31.1436,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
银友味餐厅,,中式菜,中式菜肴,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6579,31.1446,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
银友味餐厅,,中式菜,儿童菜,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6579,31.1446,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
银友味餐厅,,中式菜,春卷,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6579,31.1446,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
银友味餐厅,,中式菜,汤品,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6579,31.1446,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
银友味餐厅,,中式菜,炒饭,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6579,31.1446,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
银友味餐厅,,中式菜,烤肉,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6579,31.1446,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
银友味餐厅,,中式菜,特色套餐,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6579,31.1446,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
银友味餐厅,,中式菜,蒸菜,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6579,31.1446,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
银友味餐厅,,中式菜,面条,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6579,31.1446,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
银友味餐厅,,中式菜,馄饨,上海市黄佑路310号上海迪士尼乐园内，浦东新区,121.6579,31.1446,地铁11号线迪士尼站,,根据乐园营业时间,1,80,无排队（乐园内餐厅）,上海迪士尼乐园
Tavola,,意大利菜（高级餐饮）,低温羊肉；意大利宽面；海鲜意面；提拉米苏；烤鱼；帕玛森起司；风干火腿；松露烩饭；意大利面条；奶油甜点,上海市浦东新区滨江大道2500号,121.5015,31.2426,地铁2号线陆家嘴站,021 2022 8288,"11:30-14:00,17:30-22:00",5,400,"需提前预订,拥有河景美景",东方明珠
一间方琴园,,江浙菜,招牌炖汤；腌笃鲜；红烧肉；蟹粉豆腐；八宝鸭；虾仁；春笋；河鲜；腊味；馄饨汤,上海市浦东新区滨江大道3888号,121.5081,31.2252,地铁2号线陆家嘴站,021 5888 3999,"11:00-14:30,17:00-21:00",5,200,周末人气旺盛,东方明珠
东方明珠黄浦江游船,,游船餐饮,文化演艺,上海市浦东新区滨江大道2852号,121.4968,31.2407,地铁2号线陆家嘴站/浦东南路站,,10:00-22:00（根据季节调整）,5,100,需提前预订,东方明珠
东方明珠黄浦江游船,,游船餐饮,文化表演,上海市浦东新区滨江大道2852号,121.4968,31.2407,地铁2号线陆家嘴站/浦东南路站,,10:00-22:00（根据季节调整）,5,100,需提前预订,东方明珠
东方明珠黄浦江游船,,游船餐饮,江景观赏,上海市浦东新区滨江大道2852号,121.4968,31.2407,地铁2号线陆家嘴站/浦东南路站,,10:00-22:00（根据季节调整）,5,100,需提前预订,东方明珠
东方明珠黄浦江游船,,游船餐饮,河景餐饮,上海市浦东新区滨江大道2852号,121.4968,31.2407,地铁2号线陆家嘴站/浦东南路站,,10:00-22:00（根据季节调整）,5,100,需提前预订,东方明珠
东方明珠黄浦江游船,,游船餐饮,游船体验,上海市浦东新区滨江大道2852号,121.4968,31.2407,地铁2号线陆家嘴站/浦东南路站,,10:00-22:00（根据季节调整）,5,100,需提前预订,东方明珠
东方明珠黄浦江游船,,游船餐饮,游船晚餐,上海市浦东新区滨江大道2852号,121.4968,31.2407,地铁2号线陆家嘴站/浦东南路站,,10:00-22:00（根据季节调整）,5,100,需提前预订,东方明珠
东方明珠黄浦江游船,,游船餐饮,特色小吃,上海市浦东新区滨江大道2852号,121.4968,31.2407,地铁2号线陆家嘴站/浦东南路站,,10:00-22:00（根据季节调整）,5,100,需提前预订,东方明珠
东方明珠黄浦江游船,,游船餐饮,甜点,上海市浦东新区滨江大道2852号,121.4968,31.2407,地铁2号线陆家嘴站/浦东南路站,,10:00-22:00（根据季节调整）,5,100,需提前预订,东方明珠
东方明珠黄浦江游船,,游船餐饮,船上表演,上海市浦东新区滨江大道2852号,121.4968,31.2407,地铁2号线陆家嘴站/浦东南路站,,10:00-22:00（根据季节调整）,5,100,需提前预订,东方明珠
东方明珠黄浦江游船,,游船餐饮,饮品,上海市浦东新区滨江大道2852号,121.4968,31.2407,地铁2号线陆家嘴站/浦东南路站,,10:00-22:00（根据季节调整）,5,100,需提前预订,东方明珠
国记海鲜大酒楼,,粤式海鲜,海參,上海市浦东新区银城西路17弄19号,121.4999,31.2381,地铁2号线陆家嘴站,021-58776565,11:00-22:00,5,150,低-中等,东方明珠
国记海鲜大酒楼,,粤式海鲜,海鮮粥,上海市浦东新区银城西路17弄19号,121.4999,31.2381,地铁2号线陆家嘴站,021-58776565,11:00-22:00,5,150,低-中等,东方明珠
国记海鲜大酒楼,,粤式海鲜,清蒸海鮮,上海市浦东新区银城西路17弄19号,121.4999,31.2381,地铁2号线陆家嘴站,021-58776565,11:00-22:00,5,150,低-中等,东方明珠
国记海鲜大酒楼,,粤式海鲜,蝦料理,上海市浦东新区银城西路17弄19号,121.4999,31.2381,地铁2号线陆家嘴站,021-58776565,11:00-22:00,5,150,低-中等,东方明珠
国记海鲜大酒楼,,粤式海鲜,蟹料理,上海市浦东新区银城西路17弄19号,121.4999,31.2381,地铁2号线陆家嘴站,021-58776565,11:00-22:00,5,150,低-中等,东方明珠
国记海鲜大酒楼,,粤式海鲜,貝類,上海市浦东新区银城西路17弄19号,121.4999,31.2381,地铁2号线陆家嘴站,021-58776565,11:00-22:00,5,150,低-中等,东方明珠
浦江之舞游船餐厅,,游船国际餐饮,啤酒,上海市浦东新区滨江大道3688号,121.5038,31.2294,地铁2号线陆家嘴站,,晚餐17:00-22:00,5,200,需提前预订,东方明珠
浦江之舞游船餐厅,,游船国际餐饮,国际菜肴,上海市浦东新区滨江大道3688号,121.5038,31.2294,地铁2号线陆家嘴站,,晚餐17:00-22:00,5,200,需提前预订,东方明珠
浦江之舞游船餐厅,,游船国际餐饮,摄影服务,上海市浦东新区滨江大道3688号,121.5038,31.2294,地铁2号线陆家嘴站,,晚餐17:00-22:00,5,200,需提前预订,东方明珠
浦江之舞游船餐厅,,游船国际餐饮,歌舞表演,上海市浦东新区滨江大道3688号,121.5038,31.2294,地铁2号线陆家嘴站,,晚餐17:00-22:00,5,200,需提前预订,东方明珠
浦江之舞游船餐厅,,游船国际餐饮,江景晚餐,上海市浦东新区滨江大道3688号,121.5038,31.2294,地铁2号线陆家嘴站,,晚餐17:00-22:00,5,200,需提前预订,东方明珠
浦江之舞游船餐厅,,游船国际餐饮,甜点,上海市浦东新区滨江大道3688号,121.5038,31.2294,地铁2号线陆家嘴站,,晚餐17:00-22:00,5,200,需提前预订,东方明珠
浦江之舞游船餐厅,,游船国际餐饮,自助海鲜,上海市浦东新区滨江大道3688号,121.5038,31.2294,地铁2号线陆家嘴站,,晚餐17:00-22:00,5,200,需提前预订,东方明珠
浦江之舞游船餐厅,,游船国际餐饮,葡萄酒,上海市浦东新区滨江大道3688号,121.5038,31.2294,地铁2号线陆家嘴站,,晚餐17:00-22:00,5,200,需提前预订,东方明珠
浦江之舞游船餐厅,,游船国际餐饮,鸡尾酒,上海市浦东新区滨江大道3688号,121.5038,31.2294,地铁2号线陆家嘴站,,晚餐17:00-22:00,5,200,需提前预订,东方明珠
浦江之舞游船餐厅,,游船国际餐饮,黄浦江河景,上海市浦东新区滨江大道3688号,121.5038,31.2294,地铁2号线陆家嘴站,,晚餐17:00-22:00,5,200,需提前预订,东方明珠
黄浦会,,高端粤菜,卤水菜,上海市黄浦区中山东一路3号外滩3号,121.4911,31.2341,地铁2号线南京东路站/黄浦区中心,,11:30-14:00、17:30-22:00,5,300,需预订,东方明珠
黄浦会,,高端粤菜,时令菜肴,上海市黄浦区中山东一路3号外滩3号,121.4911,31.2341,地铁2号线南京东路站/黄浦区中心,,11:30-14:00、17:30-22:00,5,300,需预订,东方明珠
黄浦会,,高端粤菜,海鲜,上海市黄浦区中山东一路3号外滩3号,121.4911,31.2341,地铁2号线南京东路站/黄浦区中心,,11:30-14:00、17:30-22:00,5,300,需预订,东方明珠
黄浦会,,高端粤菜,点心,上海市黄浦区中山东一路3号外滩3号,121.4911,31.2341,地铁2号线南京东路站/黄浦区中心,,11:30-14:00、17:30-22:00,5,300,需预订,东方明珠
黄浦会,,高端粤菜,烧腊,上海市黄浦区中山东一路3号外滩3号,121.4911,31.2341,地铁2号线南京东路站/黄浦区中心,,11:30-14:00、17:30-22:00,5,300,需预订,东方明珠
黄浦会,,高端粤菜,粤式点心,上海市黄浦区中山东一路3号外滩3号,121.4911,31.2341,地铁2号线南京东路站/黄浦区中心,,11:30-14:00、17:30-22:00,5,300,需预订,东方明珠
黄浦会,,高端粤菜,精选食材,上海市黄浦区中山东一路3号外滩3号,121.4911,31.2341,地铁2号线南京东路站/黄浦区中心,,11:30-14:00、17:30-22:00,5,300,需预订,东方明珠
黄浦会,,高端粤菜,老火汤,上海市黄浦区中山东一路3号外滩3号,121.4911,31.2341,地铁2号线南京东路站/黄浦区中心,,11:30-14:00、17:30-22:00,5,300,需预订,东方明珠
黄浦会,,高端粤菜,肉类料理,上海市黄浦区中山东一路3号外滩3号,121.4911,31.2341,地铁2号线南京东路站/黄浦区中心,,11:30-14:00、17:30-22:00,5,300,需预订,东方明珠
黄浦会,,高端粤菜,蚝,上海市黄浦区中山东一路3号外滩3号,121.4911,31.2341,地铁2号线南京东路站/黄浦区中心,,11:30-14:00、17:30-22:00,5,300,需预订,东方明珠
龙凤楼,,粤菜,季节特供,上海市黄浦区南京东路20号远东一楼,121.4895,31.239,地铁2/10号线南京东路站,,11:00-14:30、17:30-22:00,5,150,推荐预订,东方明珠
龙凤楼,,粤菜,海鲜,上海市黄浦区南京东路20号远东一楼,121.4895,31.239,地铁2/10号线南京东路站,,11:00-14:30、17:30-22:00,5,150,推荐预订,东方明珠
龙凤楼,,粤菜,点心,上海市黄浦区南京东路20号远东一楼,121.4895,31.239,地铁2/10号线南京东路站,,11:00-14:30、17:30-22:00,5,150,推荐预订,东方明珠
龙凤楼,,粤菜,烤鸭,上海市黄浦区南京东路20号远东一楼,121.4895,31.239,地铁2/10号线南京东路站,,11:00-14:30、17:30-22:00,5,150,推荐预订,东方明珠
龙凤楼,,粤菜,烧腊,上海市黄浦区南京东路20号远东一楼,121.4895,31.239,地铁2/10号线南京东路站,,11:00-14:30、17:30-22:00,5,150,推荐预订,东方明珠
龙凤楼,,粤菜,焖锅,上海市黄浦区南京东路20号远东一楼,121.4895,31.239,地铁2/10号线南京东路站,,11:00-14:30、17:30-22:00,5,150,推荐预订,东方明珠
龙凤楼,,粤菜,砂锅粥,上海市黄浦区南京东路20号远东一楼,121.4895,31.239,地铁2/10号线南京东路站,,11:00-14:30、17:30-22:00,5,150,推荐预订,东方明珠
龙凤楼,,粤菜,腊肉,上海市黄浦区南京东路20号远东一楼,121.4895,31.239,地铁2/10号线南京东路站,,11:00-14:30、17:30-22:00,5,150,推荐预订,东方明珠
龙凤楼,,粤菜,蒸鱼,上海市黄浦区南京东路20号远东一楼,121.4895,31.239,地铁2/10号线南京东路站,,11:00-14:30、17:30-22:00,5,150,推荐预订,东方明珠
龙凤楼,,粤菜,虫草花炖汤,上海市黄浦区南京东路20号远东一楼,121.4895,31.239,地铁2/10号线南京东路站,,11:00-14:30、17:30-22:00,5,150,推荐预订,东方明珠
和平饭店西餐厅,,西餐,主菜,上海市黄浦区南京东路20号和平饭店,121.4896,31.239,地铁2/10号线南京东路站,,11:30-14:00、17:30-22:00,4,300,推荐预订,东方明珠
和平饭店西餐厅,,西餐,咖啡,上海市黄浦区南京东路20号和平饭店,121.4896,31.239,地铁2/10号线南京东路站,,11:30-14:00、17:30-22:00,4,300,推荐预订,东方明珠
和平饭店西餐厅,,西餐,法式西餐,上海市黄浦区南京东路20号和平饭店,121.4896,31.239,地铁2/10号线南京东路站,,11:30-14:00、17:30-22:00,4,300,推荐预订,东方明珠
和平饭店西餐厅,,西餐,海鲜,上海市黄浦区南京东路20号和平饭店,121.4896,31.239,地铁2/10号线南京东路站,,11:30-14:00、17:30-22:00,4,300,推荐预订,东方明珠
和平饭店西餐厅,,西餐,牛排,上海市黄浦区南京东路20号和平饭店,121.4896,31.239,地铁2/10号线南京东路站,,11:30-14:00、17:30-22:00,4,300,推荐预订,东方明珠
和平饭店西餐厅,,西餐,甜品,上海市黄浦区南京东路20号和平饭店,121.4896,31.239,地铁2/10号线南京东路站,,11:30-14:00、17:30-22:00,4,300,推荐预订,东方明珠
和平饭店西餐厅,,西餐,甜点,上海市黄浦区南京东路20号和平饭店,121.4896,31.239,地铁2/10号线南京东路站,,11:30-14:00、17:30-22:00,4,300,推荐预订,东方明珠
和平饭店西餐厅,,西餐,精致前菜,上海市黄浦区南京东路20号和平饭店,121.4896,31.239,地铁2/10号线南京东路站,,11:30-14:00、17:30-22:00,4,300,推荐预订,东方明珠
和平饭店西餐厅,,西餐,葡萄酒,上海市黄浦区南京东路20号和平饭店,121.4896,31.239,地铁2/10号线南京东路站,,11:30-14:00、17:30-22:00,4,300,推荐预订,东方明珠
和平饭店西餐厅,,西餐,鸭腿,上海市黄浦区南京东路20号和平饭店,121.4896,31.239,地铁2/10号线南京东路站,,11:30-14:00、17:30-22:00,4,300,推荐预订,东方明珠
东方明珠旋转餐厅,,国际自助餐,和牛,上海市浦东新区世纪大道1号东方明珠电视塔1层,121.4997,31.2399,地铁2号线陆家嘴站,021-5879-7138,全年营业,3,400,旅游高峰期需排队,东方明珠
